Time Stamp,X_Acc,Y_Acc,Z_Acc,X_Orient,Y_Orient,Z_Orient
'04-Oct-2021 17:47:22.382',-0.895432,-2.758118,9.07402,-138.717959,9.708967,8.014839
'04-Oct-2021 17:47:22.391',-0.861908,-2.643204,9.145844,-139.472804,9.46879,7.954484
'04-Oct-2021 17:47:22.400',-0.914581,-2.585739,9.203308,-140.255271,9.250911,7.910267
'04-Oct-2021 17:47:22.409',-0.943314,-2.513916,9.255981,-141.003381,9.050585,7.869552
'04-Oct-2021 17:47:22.418',-0.943314,-2.456451,9.303864,-141.787323,8.86394,7.817837
'04-Oct-2021 17:47:22.427',-0.90979,-2.45166,9.351746,-142.511733,8.687043,7.742719
'04-Oct-2021 17:47:22.436',-0.885849,-2.446869,9.399643,-143.269474,8.509474,7.633698
'04-Oct-2021 17:47:22.445',-0.847549,-2.47081,9.404419,-143.958545,8.325207,7.494442
'04-Oct-2021 17:47:22.454',-0.833176,-2.489975,9.361328,-144.671644,8.131931,7.338538
'04-Oct-2021 17:47:22.463',-0.785294,-2.437302,9.284714,-145.325348,7.933229,7.177795
'04-Oct-2021 17:47:22.472',-0.756561,-2.336746,9.23204,-146.059811,7.738185,7.01397
'04-Oct-2021 17:47:22.480',-0.689529,-2.236191,9.193741,-146.70786,7.55128,6.842861
'04-Oct-2021 17:47:22.490',-0.608124,-2.154785,9.193741,-147.406971,7.375657,6.668081
'04-Oct-2021 17:47:22.499',-0.502777,-2.035065,9.18895,-148.06368,7.212967,6.49713
'04-Oct-2021 17:47:22.508',-0.445328,-1.982407,9.236832,-148.791231,7.066862,6.329653
'04-Oct-2021 17:47:22.517',-0.445328,-1.891418,9.255981,-149.445304,6.941067,6.152251
'04-Oct-2021 17:47:22.526',-0.464478,-1.853119,9.313446,-150.159004,6.838415,5.95948
'04-Oct-2021 17:47:22.535',-0.478836,-1.829163,9.42836,-150.807558,6.752253,5.756746
'04-Oct-2021 17:47:22.544',-0.459686,-1.857895,9.490616,-151.561215,6.677715,5.550972
'04-Oct-2021 17:47:22.553',-0.49321,-1.901001,9.552872,-152.194851,6.606032,5.357494
'04-Oct-2021 17:47:22.562',-0.541092,-1.929733,9.629486,-152.898402,6.529701,5.188883
'04-Oct-2021 17:47:22.571',-0.612915,-1.948883,9.667786,-153.520031,6.436287,5.047549
'04-Oct-2021 17:47:22.580',-0.646439,-2.011124,9.682144,-154.20055,6.315581,4.93074
'04-Oct-2021 17:47:22.589',-0.660797,-2.025497,9.629486,-154.827903,6.168395,4.835582
'04-Oct-2021 17:47:22.598',-0.646439,-1.996765,9.447525,-155.527041,5.999192,4.747273
'04-Oct-2021 17:47:22.607',-0.560242,-1.905777,9.294296,-156.163929,5.825705,4.644093
'04-Oct-2021 17:47:22.616',-0.584183,-1.795654,9.270355,-156.860212,5.674043,4.513766
'04-Oct-2021 17:47:22.625',-0.646439,-1.618484,9.255981,-157.476281,5.550279,4.351233
'04-Oct-2021 17:47:22.634',-0.737411,-1.546661,9.198517,-158.152197,5.454264,4.163176
'04-Oct-2021 17:47:22.643',-0.8284,-1.522705,9.212891,-158.748841,5.38477,3.96149
'04-Oct-2021 17:47:22.652',-0.842758,-1.484406,9.179367,-159.43462,5.330535,3.764138
'04-Oct-2021 17:47:22.661',-0.780502,-1.412582,9.203308,-160.036646,5.280053,3.581552
'04-Oct-2021 17:47:22.670',-0.617706,-1.3647,9.217682,-160.718641,5.227811,3.41213
'04-Oct-2021 17:47:22.679',-0.440536,-1.307236,9.375687,-161.303892,5.163935,3.247116
'04-Oct-2021 17:47:22.688',-0.378281,-1.283295,9.500198,-161.931546,5.077784,3.08282
'04-Oct-2021 17:47:22.697',-0.435745,-1.340759,9.504974,-162.456678,4.966515,2.930852
'04-Oct-2021 17:47:22.706',-0.588974,-1.3647,9.524139,-163.037503,4.838516,2.809732
'04-Oct-2021 17:47:22.715',-0.73262,-1.374268,9.471466,-163.528102,4.703122,2.723526
'04-Oct-2021 17:47:22.724',-0.799667,-1.355118,9.275131,-164.10095,4.571251,2.657464
'04-Oct-2021 17:47:22.733',-0.756561,-1.273712,9.155426,-164.602792,4.459191,2.60356
'04-Oct-2021 17:47:22.742',-0.646439,-1.149216,9.078812,-165.206799,4.376153,2.559626
'04-Oct-2021 17:47:22.751',-0.454895,-1.024719,9.184158,-165.713694,4.319153,2.520063
'04-Oct-2021 17:47:22.760',-0.363922,-0.900223,9.25119,-166.31023,4.275449,2.481145
'04-Oct-2021 17:47:22.769',-0.282516,-0.90979,9.265564,-166.780447,4.241701,2.445071
'04-Oct-2021 17:47:22.778',-0.287308,-0.972046,9.351746,-167.338474,4.215,2.420745
'04-Oct-2021 17:47:22.787',-0.368713,-1.053452,9.471466,-167.763216,4.189457,2.41275
'04-Oct-2021 17:47:22.796',-0.464478,-1.177948,9.528915,-168.249484,4.160059,2.422695
'04-Oct-2021 17:47:22.805',-0.507568,-1.307236,9.619904,-168.668134,4.124758,2.447212
'04-Oct-2021 17:47:22.814',-0.502777,-1.331177,9.682144,-169.139294,4.082386,2.482897
'04-Oct-2021 17:47:22.823',-0.450104,-1.288086,9.696518,-169.570689,4.03956,2.520207
'04-Oct-2021 17:47:22.832',-0.421387,-1.254562,9.739609,-170.035729,3.997977,2.545997
'04-Oct-2021 17:47:22.841',-0.39743,-1.187531,9.749191,-170.45401,3.954988,2.544822
'04-Oct-2021 17:47:22.850',-0.311249,-1.106125,9.619904,-170.886552,3.921121,2.518221
'04-Oct-2021 17:47:22.859',-0.244202,-1.043869,9.495407,-171.250628,3.912195,2.496242
'04-Oct-2021 17:47:22.868',-0.296875,-1.043869,9.54808,-171.617355,3.937007,2.505622
'04-Oct-2021 17:47:22.877',-0.421387,-1.091751,9.514557,-171.916517,3.99664,2.54956
'04-Oct-2021 17:47:22.886',-0.531509,-1.144424,9.519348,-172.238738,4.077733,2.61724
'04-Oct-2021 17:47:22.895',-0.632065,-1.192307,9.581589,-172.523653,4.15853,2.695477
'04-Oct-2021 17:47:22.904',-0.67038,-1.278503,9.591171,-172.819454,4.217728,2.774782
'04-Oct-2021 17:47:22.913',-0.55545,-1.335968,9.557648,-173.160827,4.242636,2.847465
'04-Oct-2021 17:47:22.922',-0.454895,-1.359909,9.54808,-173.507377,4.235956,2.905428
'04-Oct-2021 17:47:22.931',-0.411804,-1.321594,9.543289,-173.832112,4.211261,2.934977
'04-Oct-2021 17:47:22.940',-0.407013,-1.283295,9.504974,-174.154552,4.188586,2.923294
'04-Oct-2021 17:47:22.949',-0.464478,-1.230621,9.433151,-174.559104,4.183175,2.861276
'04-Oct-2021 17:47:22.958',-0.545883,-1.197098,9.466675,-174.876229,4.211142,2.73433
'04-Oct-2021 17:47:22.967',-0.502777,-1.187531,9.399643,-175.256876,4.272621,2.534433
'04-Oct-2021 17:47:22.976',-0.272934,-1.211472,9.399643,-175.57254,4.364108,2.29031
'04-Oct-2021 17:47:22.985',0.057465,-1.22583,9.543289,-175.936548,4.472442,2.063556
'04-Oct-2021 17:47:22.994',0.35434,-1.264145,9.648636,-176.217719,4.573444,1.912181
'04-Oct-2021 17:47:23.003',0.51236,-1.283295,9.749191,-176.503932,4.643978,1.857796
'04-Oct-2021 17:47:23.012',0.531509,-1.297653,9.753983,-176.727375,4.675005,1.87858
'04-Oct-2021 17:47:23.021',0.464478,-1.302444,9.667786,-176.956801,4.673206,1.930691
'04-Oct-2021 17:47:23.030',0.363922,-1.321594,9.624695,-177.134864,4.649107,1.975004
'04-Oct-2021 17:47:23.039',0.301666,-1.268921,9.629486,-177.337543,4.615164,1.996169
'04-Oct-2021 17:47:23.048',0.282516,-1.235413,9.634262,-177.480034,4.579956,1.990721
'04-Oct-2021 17:47:23.057',0.287308,-1.20668,9.581589,-177.632388,4.552518,1.959037
'04-Oct-2021 17:47:23.066',0.277725,-1.168365,9.624695,-177.725661,4.540823,1.91432
'04-Oct-2021 17:47:23.075',0.292099,-1.182739,9.753983,-177.827404,4.543091,1.876011
'04-Oct-2021 17:47:23.084',0.311249,-1.197098,9.873688,-177.869368,4.551654,1.857157
'04-Oct-2021 17:47:23.093',0.330399,-1.20668,9.888046,-177.926182,4.55739,1.852341
'04-Oct-2021 17:47:23.102',0.339981,-1.201889,9.773132,-177.930253,4.553221,1.862292
'04-Oct-2021 17:47:23.111',0.320816,-1.201889,9.730042,-177.956686,4.542693,1.901341
'04-Oct-2021 17:47:23.120',0.215485,-1.158798,9.720459,-177.932479,4.527543,1.980973
'04-Oct-2021 17:47:23.129',-0.009583,-1.158798,9.720459,-177.923313,4.509833,2.084742
'04-Oct-2021 17:47:23.138',-0.210693,-1.201889,9.653427,-177.883671,4.494611,2.176996
'04-Oct-2021 17:47:23.147',-0.383072,-1.240204,9.667786,-177.869409,4.490491,2.233757
'04-Oct-2021 17:47:23.156',-0.502777,-1.283295,9.7061,-177.83269,4.501922,2.256518
'04-Oct-2021 17:47:23.165',-0.588974,-1.302444,9.768341,-177.836297,4.524042,2.258531
'04-Oct-2021 17:47:23.174',-0.646439,-1.297653,9.797073,-177.800165,4.557029,2.247897
'04-Oct-2021 17:47:23.183',-0.71347,-1.273712,9.76355,-177.793294,4.594916,2.227761
'04-Oct-2021 17:47:23.191',-0.775726,-1.249771,9.782715,-177.750523,4.632461,2.198043
'04-Oct-2021 17:47:23.201',-0.823608,-1.273712,9.811432,-177.735674,4.662488,2.165532
'04-Oct-2021 17:47:23.210',-0.881073,-1.302444,9.777924,-177.691305,4.678423,2.140311
'04-Oct-2021 17:47:23.219',-0.928955,-1.321594,9.787491,-177.683205,4.679376,2.131232
'04-Oct-2021 17:47:23.228',-0.962463,-1.340759,9.701309,-177.65251,4.670169,2.131823
'04-Oct-2021 17:47:23.237',-0.972046,-1.350327,9.634262,-177.676101,4.663454,2.131773
'04-Oct-2021 17:47:23.246',-0.957687,-1.340759,9.715668,-177.672618,4.67158,2.129392
'04-Oct-2021 17:47:23.255',-0.943314,-1.268921,9.821014,-177.750714,4.686408,2.124303
'04-Oct-2021 17:47:23.264',-0.87149,-1.254562,9.878479,-177.775713,4.699506,2.105238
'04-Oct-2021 17:47:23.273',-0.761353,-1.22583,9.926361,-177.85814,4.702799,2.055581
'04-Oct-2021 17:47:23.282',-0.560242,-1.20668,9.854538,-177.89184,4.693001,1.973222
'04-Oct-2021 17:47:23.291',-0.368713,-1.240204,9.797073,-177.968925,4.672047,1.876689
'04-Oct-2021 17:47:23.300',-0.234634,-1.240204,9.801865,-177.983938,4.639256,1.788279
'04-Oct-2021 17:47:23.309',-0.201111,-1.221039,9.734818,-178.04582,4.597686,1.717984
'04-Oct-2021 17:47:23.318',-0.19632,-1.187531,9.682144,-178.04612,4.555024,1.661283
'04-Oct-2021 17:47:23.327',-0.191544,-1.130066,9.610321,-178.114477,4.515889,1.61079
'04-Oct-2021 17:47:23.336',-0.153229,-1.106125,9.624695,-178.122441,4.485624,1.576556
'04-Oct-2021 17:47:23.345',-0.086197,-1.058243,9.672577,-178.207695,4.461437,1.571583
'04-Oct-2021 17:47:23.354',-0.038315,-1.02951,9.753983,-178.224771,4.438509,1.594657
'04-Oct-2021 17:47:23.363',-0.057465,-1.02951,9.734818,-178.264085,4.415114,1.634668
'04-Oct-2021 17:47:23.372',-0.086197,-1.02951,9.739609,-178.279917,4.389929,1.67588
'04-Oct-2021 17:47:23.381',-0.17717,-1.039078,9.691727,-178.338138,4.365667,1.712109
'04-Oct-2021 17:47:23.390',-0.244202,-1.058243,9.710876,-178.348178,4.343602,1.745957
'04-Oct-2021 17:47:23.399',-0.292099,-1.039078,9.677368,-178.40088,4.321457,1.777756
'04-Oct-2021 17:47:23.408',-0.378281,-1.077393,9.634262,-178.404568,4.303954,1.798826
'04-Oct-2021 17:47:23.417',-0.459686,-1.072601,9.60553,-178.462734,4.292489,1.803552
'04-Oct-2021 17:47:23.426',-0.498001,-1.06781,9.662994,-178.466395,4.287799,1.798059
'04-Oct-2021 17:47:23.435',-0.459686,-1.072601,9.696518,-178.514343,4.288844,1.79054
'04-Oct-2021 17:47:23.443',-0.383072,-1.02951,9.730042,-178.517349,4.29677,1.780045
'04-Oct-2021 17:47:23.453',-0.359131,-1.043869,9.777924,-178.594174,4.313922,1.761499
'04-Oct-2021 17:47:23.462',-0.39743,-1.015137,9.787491,-178.591579,4.3352,1.738829
'04-Oct-2021 17:47:23.471',-0.469269,-0.976837,9.797073,-178.625812,4.354135,1.722449
'04-Oct-2021 17:47:23.480',-0.526718,-1.019928,9.777924,-178.621359,4.367638,1.713306
'04-Oct-2021 17:47:23.489',-0.507568,-1.072601,9.768341,-178.635729,4.376109,1.698373
'04-Oct-2021 17:47:23.498',-0.526718,-1.086975,9.768341,-178.638366,4.409945,1.692778
'04-Oct-2021 17:47:23.507',-0.574615,-1.106125,9.787491,-178.644759,4.444224,1.68441
'04-Oct-2021 17:47:23.516',-0.550659,-1.134857,9.792282,-178.738319,4.481711,1.673345
'04-Oct-2021 17:47:23.525',-0.478836,-1.115692,9.811432,-178.75478,4.518212,1.664217
'04-Oct-2021 17:47:23.534',-0.392654,-1.106125,9.88327,-178.810282,4.555468,1.668709
'04-Oct-2021 17:47:23.543',-0.320816,-1.053452,9.931152,-178.878351,4.590719,1.681703
'04-Oct-2021 17:47:23.552',-0.301666,-1.005569,9.935944,-178.904128,4.62007,1.695773
'04-Oct-2021 17:47:23.561',-0.277725,-0.976837,9.94072,-178.974343,4.641349,1.704362
'04-Oct-2021 17:47:23.570',-0.272934,-1.000778,9.916779,-178.998972,4.660384,1.708483
'04-Oct-2021 17:47:23.579',-0.277725,-1.039078,9.912003,-179.020132,4.674756,1.710488
'04-Oct-2021 17:47:23.588',-0.311249,-1.063019,9.868896,-179.099964,4.688547,1.713612
'04-Oct-2021 17:47:23.597',-0.301666,-1.053452,9.835388,-179.114225,4.700365,1.70496
'04-Oct-2021 17:47:23.606',-0.301666,-1.019928,9.854538,-179.162091,4.714898,1.678477
'04-Oct-2021 17:47:23.615',-0.248993,-1.106125,9.821014,-179.170683,4.734884,1.640084
'04-Oct-2021 17:47:23.624',-0.201111,-1.154007,9.816223,-179.219301,4.718998,1.625944
'04-Oct-2021 17:47:23.633',-0.134079,-0.981628,9.782715,-179.215544,4.709251,1.606377
'04-Oct-2021 17:47:23.642',-0.201111,-1.086975,9.926361,-179.242359,4.71646,1.567428
'04-Oct-2021 17:47:23.651',-0.306458,-1.077393,9.868896,-179.218795,4.715803,1.549047
'04-Oct-2021 17:47:23.660',-0.248993,-1.010361,9.854538,-179.235912,4.706477,1.550295
'04-Oct-2021 17:47:23.669',-0.19632,-0.952896,9.830597,-179.210462,4.682541,1.561521
'04-Oct-2021 17:47:23.678',-0.201111,-0.914581,9.7444,-179.214465,4.650993,1.578231
'04-Oct-2021 17:47:06.418',-0.009583,-9.241623,4.065353,-6.288184,66.746863,0.146675
'04-Oct-2021 17:47:06.427',0.014359,-9.193741,4.079727,-6.274351,66.719091,0.101005
'04-Oct-2021 17:47:06.436',0.052673,-9.131485,4.022263,-6.232442,66.690056,0.025888
'04-Oct-2021 17:47:06.445',0.114929,-9.102753,3.883392,-6.155132,66.676068,-0.064849
'04-Oct-2021 17:47:06.454',0.167587,-9.126694,3.864243,-6.063589,66.676389,-0.154616
'04-Oct-2021 17:47:06.463',0.148438,-9.131485,3.849869,-5.993993,66.690233,-0.203101
'04-Oct-2021 17:47:06.472',0.181961,-9.18895,3.897766,-5.963673,66.712787,-0.214428
'04-Oct-2021 17:47:06.481',0.148438,-9.246414,3.888184,-5.930959,66.741788,-0.191073
'04-Oct-2021 17:47:06.490',0.023941,-9.212891,3.912125,-5.951314,66.766759,-0.133305
'04-Oct-2021 17:47:06.499',-0.052673,-9.145844,3.931274,-5.955186,66.786512,-0.062435
'04-Oct-2021 17:47:06.508',-0.062256,-9.160217,3.945648,-5.938376,66.804414,-0.008688
'04-Oct-2021 17:47:06.517',-0.081406,-9.203308,3.936066,-5.918575,66.819023,0.008985
'04-Oct-2021 17:47:06.526',-0.100555,-9.246414,3.916916,-5.886446,66.829644,-0.010852
'04-Oct-2021 17:47:06.535',-0.100555,-9.255981,3.960007,-5.850938,66.833422,-0.056306
'04-Oct-2021 17:47:06.544',-0.071823,-9.23204,3.97438,-5.819697,66.834064,-0.109924
'04-Oct-2021 17:47:06.553',-0.057465,-9.212891,3.964798,-5.784717,66.834815,-0.152134
'04-Oct-2021 17:47:06.562',-0.090973,-9.184158,3.936066,-5.757394,66.839944,-0.161691
'04-Oct-2021 17:47:06.571',-0.090973,-9.160217,3.979156,-5.759965,66.845955,-0.142766
'04-Oct-2021 17:47:06.580',-0.076614,-9.174576,3.969589,-5.752575,66.857648,-0.104097
'04-Oct-2021 17:47:06.589',-0.105347,-9.184158,3.940857,-5.773798,66.873276,-0.052033
'04-Oct-2021 17:47:06.598',-0.153229,-9.193741,4.003113,-5.797736,66.88266,0.010341
'04-Oct-2021 17:47:06.607',-0.148438,-9.212891,4.003113,-5.827305,66.893158,0.066125
'04-Oct-2021 17:47:06.616',-0.124496,-9.255981,3.99353,-5.829188,66.904421,0.111928
'04-Oct-2021 17:47:06.625',-0.15802,-9.279922,4.036621,-5.854868,66.908506,0.158875
'04-Oct-2021 17:47:06.634',-0.15802,-9.303864,4.055771,-5.885993,66.906375,0.201063
'04-Oct-2021 17:47:06.643',-0.143646,-9.299072,4.003113,-5.944715,66.901887,0.234647
'04-Oct-2021 17:47:06.652',-0.134079,-9.275131,3.988739,-5.99581,66.894866,0.263092
'04-Oct-2021 17:47:06.661',-0.081406,-9.270355,4.017471,-6.066638,66.885263,0.274113
'04-Oct-2021 17:47:06.670',-0.014359,-9.279922,4.017471,-6.093725,66.877094,0.263704
'04-Oct-2021 17:47:06.679',0.043091,-9.299072,4.065353,-6.122898,66.866466,0.242717
'04-Oct-2021 17:47:06.688',0.105347,-9.275131,4.108444,-6.118725,66.853195,0.218391
'04-Oct-2021 17:47:06.697',0.17717,-9.270355,4.137177,-6.101392,66.840142,0.190774
'04-Oct-2021 17:47:06.706',0.172379,-9.255981,4.247314,-6.075304,66.816858,0.168459
'04-Oct-2021 17:47:06.715',0.181961,-9.255981,4.304779,-6.061827,66.780972,0.138381
'04-Oct-2021 17:47:06.724',0.124496,-9.279922,4.314346,-6.04075,66.734199,0.109117
'04-Oct-2021 17:47:06.733',0.114929,-9.217682,4.34787,-6.022426,66.6738,0.073759
'04-Oct-2021 17:47:06.742',0.081406,-9.155426,4.458008,-6.019164,66.598026,0.039614
'04-Oct-2021 17:47:06.751',0.067032,-9.112335,4.592072,-6.036493,66.553322,0.009182
'04-Oct-2021 17:47:06.760',0.057465,-9.045288,4.673477,-6.048474,66.497697,-0.047038
'04-Oct-2021 17:47:06.769',0.081406,-9.016571,4.778824,-6.048614,66.427763,-0.131218
'04-Oct-2021 17:47:06.778',0.134079,-9.035721,4.888962,-6.030619,66.344633,-0.233978
'04-Oct-2021 17:47:06.787',0.153229,-9.141068,4.884171,-5.982682,66.253347,-0.343808
'04-Oct-2021 17:47:06.796',0.086197,-9.179367,4.90332,-5.929773,66.154678,-0.443741
'04-Oct-2021 17:47:06.805',0.028732,-9.136276,4.955994,-5.875296,66.048407,-0.530333
'04-Oct-2021 17:47:06.814',-0.033524,-9.069229,4.946426,-5.82499,65.933414,-0.608481
'04-Oct-2021 17:47:06.823',-0.119705,-9.026138,4.917694,-5.762994,65.805656,-0.687568
'04-Oct-2021 17:47:06.831',-0.19632,-9.07402,4.865021,-5.741211,65.667283,-0.776844
'04-Oct-2021 17:47:06.841',-0.263367,-9.174576,4.821915,-5.776821,65.51971,-0.877836
'04-Oct-2021 17:47:06.850',-0.248993,-9.198517,4.826706,-5.804774,65.364979,-0.990495
'04-Oct-2021 17:47:06.859',-0.296875,-9.136276,4.845871,-5.843695,65.205671,-1.10676
'04-Oct-2021 17:47:06.868',-0.383072,-9.059662,4.917694,-5.89895,65.044308,-1.219088
'04-Oct-2021 17:47:06.877',-0.459686,-9.059662,5.01825,-5.961103,64.880076,-1.327454
'04-Oct-2021 17:47:06.886',-0.483627,-9.078812,5.085281,-6.030197,64.709328,-1.44206
'04-Oct-2021 17:47:06.895',-0.579391,-9.102753,5.118805,-6.120215,64.528656,-1.563945
'04-Oct-2021 17:47:06.904',-0.679947,-9.141068,5.090073,-6.211325,64.339112,-1.684253
'04-Oct-2021 17:47:06.913',-0.727844,-9.131485,5.200211,-6.306837,64.141152,-1.789234
'04-Oct-2021 17:47:06.922',-0.699112,-9.112335,5.25766,-6.442231,63.935161,-1.868404
'04-Oct-2021 17:47:06.931',-0.723053,-9.150635,5.25766,-6.602208,63.725815,-1.914847
'04-Oct-2021 17:47:06.940',-0.8284,-9.198517,5.300766,-6.793427,63.511627,-1.922564
'04-Oct-2021 17:47:06.949',-0.876282,-9.165009,5.310333,-7.016774,63.286962,-1.893501
'04-Oct-2021 17:47:06.958',-0.914581,-9.145844,5.243301,-7.300661,63.054353,-1.839573
'04-Oct-2021 17:47:06.967',-0.995987,-9.131485,5.276825,-7.595417,62.816963,-1.770305
'04-Oct-2021 17:47:06.976',-1.139633,-9.088394,5.353439,-7.963896,62.577858,-1.672955
'04-Oct-2021 17:47:06.985',-1.182739,-9.121902,5.39653,-8.368843,62.337559,-1.536707
'04-Oct-2021 17:47:06.994',-1.221039,-9.208099,5.501877,-8.828155,62.091235,-1.367659
'04-Oct-2021 17:47:07.003',-1.268921,-9.313446,5.607224,-9.331211,61.830711,-1.179165
'04-Oct-2021 17:47:07.012',-1.312027,-9.399643,5.616791,-9.880882,61.551206,-0.977972
'04-Oct-2021 17:47:07.021',-1.340759,-9.323029,5.55455,-10.472453,61.250848,-0.751271
'04-Oct-2021 17:47:07.030',-1.321594,-9.208099,5.473145,-11.111935,60.935867,-0.484924
'04-Oct-2021 17:47:07.039',-1.283295,-9.150635,5.401321,-11.781539,60.615415,-0.189334
'04-Oct-2021 17:47:07.048',-1.321594,-9.131485,5.329498,-12.48397,60.294554,0.115288
'04-Oct-2021 17:47:07.057',-1.465256,-9.121902,5.305557,-13.226867,59.974313,0.414173
'04-Oct-2021 17:47:07.066',-1.575378,-9.121902,5.382172,-14.01691,59.650631,0.695271
'04-Oct-2021 17:47:07.075',-1.604111,-9.150635,5.544968,-14.856467,59.318055,0.952604
'04-Oct-2021 17:47:07.084',-1.575378,-9.23204,5.674255,-15.734048,58.969292,1.177603
'04-Oct-2021 17:47:07.093',-1.503555,-9.279922,5.746078,-16.635406,58.594875,1.37049
'04-Oct-2021 17:47:07.102',-1.374268,-9.25119,5.817917,-17.551925,58.195131,1.550085
'04-Oct-2021 17:47:07.111',-1.268921,-9.155426,5.861008,-18.475955,57.776939,1.743751
'04-Oct-2021 17:47:07.120',-1.221039,-9.026138,5.789185,-19.388349,57.347607,1.971071
'04-Oct-2021 17:47:07.129',-1.22583,-8.920792,5.707779,-20.310013,56.91445,2.242821
'04-Oct-2021 17:47:07.138',-1.302444,-8.87291,5.688629,-21.234302,56.482441,2.554129
'04-Oct-2021 17:47:07.147',-1.42215,-8.85376,5.621582,-22.177855,56.053648,2.890711
'04-Oct-2021 17:47:07.156',-1.54187,-8.858551,5.621582,-23.159481,55.628394,3.238288
'04-Oct-2021 17:47:07.165',-1.642426,-8.83461,5.655106,-24.161912,55.200366,3.577963
'04-Oct-2021 17:47:07.174',-1.790863,-8.829819,5.75087,-25.20597,54.765638,3.889242
'04-Oct-2021 17:47:07.183',-1.89621,-8.85376,5.875366,-26.256372,54.317575,4.162236
'04-Oct-2021 17:47:07.192',-1.910568,-8.930374,5.937622,-27.333678,53.851626,4.395055
'04-Oct-2021 17:47:07.201',-1.886627,-8.930374,5.971146,-28.407759,53.367762,4.595553
'04-Oct-2021 17:47:07.210',-1.800446,-8.911224,5.956772,-29.480947,52.867163,4.778333
'04-Oct-2021 17:47:07.219',-1.71904,-8.858551,5.923248,-30.560124,52.352519,4.950304
'04-Oct-2021 17:47:07.228',-1.647217,-8.786713,5.870575,-31.615597,51.833991,5.110833
'04-Oct-2021 17:47:07.237',-1.647217,-8.753204,5.779602,-32.6807,51.318981,5.262661
'04-Oct-2021 17:47:07.246',-1.723831,-8.705322,5.77002,-33.746899,50.807704,5.416042
'04-Oct-2021 17:47:07.255',-1.747772,-8.638275,5.77002,-34.853503,50.303493,5.580111
'04-Oct-2021 17:47:07.264',-1.790863,-8.619125,5.798752,-35.97446,49.806959,5.758786
'04-Oct-2021 17:47:07.273',-1.833954,-8.633484,5.827484,-37.123212,49.311886,5.945048
'04-Oct-2021 17:47:07.282',-1.891418,-8.647858,5.937622,-38.298339,48.81178,6.126065
'04-Oct-2021 17:47:07.291',-1.953674,-8.638275,6.052536,-39.491519,48.299939,6.295299
'04-Oct-2021 17:47:07.300',-1.953674,-8.604767,6.114792,-40.685197,47.768987,6.44125
'04-Oct-2021 17:47:07.309',-1.910568,-8.561661,6.052536,-41.878646,47.21857,6.560056
'04-Oct-2021 17:47:07.318',-1.924942,-8.470688,6.052536,-43.062604,46.655834,6.68056
'04-Oct-2021 17:47:07.327',-1.853119,-8.389282,6.038177,-44.255938,46.096691,6.843955
'04-Oct-2021 17:47:07.336',-1.757339,-8.32225,6.057327,-45.440975,45.554281,7.082485
'04-Oct-2021 17:47:07.345',-1.723831,-8.288727,5.999863,-46.632406,45.032291,7.407376
'04-Oct-2021 17:47:07.354',-1.771713,-8.274368,6.023819,-47.843815,44.528629,7.812786
'04-Oct-2021 17:47:07.363',-1.857895,-8.240845,6.081268,-49.06254,44.040186,8.282618
'04-Oct-2021 17:47:07.372',-1.924942,-8.149857,6.114792,-50.308055,43.561881,8.788015
'04-Oct-2021 17:47:07.381',-2.020706,-8.078033,6.229706,-51.560722,43.085731,9.29451
'04-Oct-2021 17:47:07.390',-2.188293,-8.063675,6.320694,-52.834047,42.602171,9.760723
'04-Oct-2021 17:47:07.399',-2.375046,-8.054092,6.387726,-54.088186,42.101908,10.156796
'04-Oct-2021 17:47:07.408',-2.499542,-8.049301,6.382935,-55.345054,41.574135,10.487979
'04-Oct-2021 17:47:07.417',-2.504333,-8.030151,6.330276,-56.601672,41.023527,10.769683
'04-Oct-2021 17:47:07.426',-2.446869,-7.953537,6.258438,-57.862453,40.460477,11.029607
'04-Oct-2021 17:47:07.435',-2.341522,-7.862564,6.220139,-59.110335,39.903878,11.3016
'04-Oct-2021 17:47:07.444',-2.322372,-7.766785,6.263229,-60.345097,39.367267,11.613441
'04-Oct-2021 17:47:07.453',-2.403778,-7.685394,6.344635,-61.595698,38.856806,11.977731
'04-Oct-2021 17:47:07.462',-2.461243,-7.623138,6.406891,-62.88409,38.371648,12.3946
'04-Oct-2021 17:47:07.471',-2.542648,-7.603989,6.550537,-64.173117,37.898073,12.844772
'04-Oct-2021 17:47:07.480',-2.595322,-7.570465,6.646301,-65.490012,37.416422,13.288001
'04-Oct-2021 17:47:07.489',-2.662354,-7.513,6.713348,-66.794824,36.913699,13.679785
'04-Oct-2021 17:47:07.498',-2.743759,-7.474701,6.789963,-68.09745,36.381952,13.988557
'04-Oct-2021 17:47:07.507',-2.839523,-7.407654,6.770798,-69.369928,35.823885,14.218191
'04-Oct-2021 17:47:07.516',-2.935287,-7.335831,6.78038,-70.640788,35.255664,14.396155
'04-Oct-2021 17:47:07.525',-2.987961,-7.335831,6.95755,-71.879996,34.689315,14.558726
'04-Oct-2021 17:47:07.534',-2.978394,-7.321472,6.986282,-73.114081,34.129233,14.736439
'04-Oct-2021 17:47:07.542',-2.935287,-7.264008,6.995865,-74.353658,33.571828,14.93892
'04-Oct-2021 17:47:07.552',-2.873047,-7.158661,7.038956,-75.61796,33.01262,15.161458
'04-Oct-2021 17:47:07.561',-2.810791,-7.062897,7.043747,-76.885418,32.446619,15.387801
